SubRankRef,bill_type,CumSServ,Postal,IntrDate,house_passage,Private,summary,introduced_date,DW1,PassS,Delegate,cosponsors_by_party,actions,active,title,Minor,PLawDate,committee_codes,URL,summary_short,BillNum,Gender,CumHServ,District,MRef,cosponsors,presidential_statements,vetoed,short_title,sponsor,latest_major_action_date,PLaw,PassH,last_vote,congressdotgov_url,Major_desc,sponsor_title,Cong,Majority,ComC,MemberID,Title,Mult,withdrawn_cosponsors,congress,bill,versions,votes,enacted,house_passage_vote,sponsor_id,senate_passage_vote,Chamber,primary_subject,gpo_pdf_uri,govtrack_url,latest_major_action,BillType,NameLast,subcommittee_codes,idx,ReportH,RankRef,cbo_estimate_url,Veto,NameFirst,FrstConH,PLawNum,ImpBill,bill_id,State,SubChRef,Party,Class,NameFull,bill_uri,ReportS,committees,ComR,ChRef,sponsor_party,FrstConS,Minor_desc,number,BillID,sponsor_uri,senate_passage,Cosponsr,MultNo,Major,PooleID,bill_slug,sponsor_state
0.0,hconres,0.0,WA,2013-07-30,,0,"Welcomes the free and fair elections for the people of the Federal Democratic Republic of Nepal.   Joins with the international community in providing the resources necessary to hold such elections, facilitate a peaceful transition of power, and establish a government that will protect the rights of the people.",2013-07-30,"-0,329",0,0,{'D': 3},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-08-16', 'description': 'Referred to the Subcommittee on Asia and the Pacific.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-07-30', 'description': 'Referred to the House Committee on Foreign Affairs.'}]",False,Calling for a democratically elected government for the people of the Federal Democratic Republic of Nepal.,,,['HSFA'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/47,"Welcomes the free and fair elections for the people of the Federal Democratic Republic of Nepal.   Joins with the international community in providing the resources necessary to hold such elections, facilitate a peaceful transition of power, and establish a government that will protect the rights of the people.",47,0,5113.0,2.0,0,3,[],,Calling for a democratically elected government for the people of the Federal Democratic Republic of Nepal.,Rick Larsen,2013-08-16,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/47,,Rep.,113,0,0.0,20145-113-100,Calling for a democratically elected government for the people of the Federal Democratic Republic of Nepal.,0.0,0,113,H.CON.RES.47,[],[],,,L000560,,0,International Affairs,,https://www.govtrack.us/congress/bills/113/hconres47,Referred to the Subcommittee on Asia and the Pacific.,hconres,Larsen,['HSFA05'],hconres47,0,0,,0,Rick,0.0,,0.0,hconres47-113,73,0.0,100.0,,Rick Larsen,https://api.propublica.org/congress/v1/113/bills/hconres47.json,0,House Foreign Affairs Committee,0.0,0,D,0.0,,H.CON.RES.47,113-HCONRES-47,https://api.propublica.org/congress/v1/members/L000560.json,,3.0,1.0,,20145.0,hconres47,WA
0.0,hconres,0.0,PA,2013-08-01,,0,Expresses the sense of Congress that the U.S. Postal Service (USPS) should issue a commemorative postage stamp honoring the Reverend Doctor Leon Sullivan and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such stamp be issued.,2013-08-01,"-0,437",0,0,{},"[{'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-08-01', 'description': 'Referred to the House Committee on Oversight and Government Reform.'}]",False,Expressing the sense of Congress that the United States Postal Service should issue a commemorative postage stamp honoring the Reverend Doctor Leon Sullivan and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such a stamp be issued.,,,['HSGO'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/49,Expresses the sense of Congress that the U.S. Postal Service (USPS) should issue a commemorative postage stamp honoring the Reverend Doctor Leon Sullivan and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such stamp be issued.,49,0,6570.0,1.0,0,0,[],,Expressing the sense of Congress that the United States Postal Service should issue a commemorative postage stamp honoring the Reverend Doctor Leon Sullivan and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that su,Robert A. Brady,2013-08-01,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/49,,Rep.,113,0,0.0,29777-113-100,Expressing the sense of Congress that the United States Postal Service should issue a commemorative postage stamp honoring the Reverend Doctor Leon Sullivan and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such a stamp be issued.,0.0,0,113,H.CON.RES.49,[],[],,,B001227,,0,"Civil Rights and Liberties, Minority Issues",,https://www.govtrack.us/congress/bills/113/hconres49,Referred to the House Committee on Oversight and Government Reform.,hconres,Brady,[],hconres49,0,0,,0,Robert,0.0,,0.0,hconres49-113,14,0.0,100.0,,Robert Brady,https://api.propublica.org/congress/v1/113/bills/hconres49.json,0,House Oversight and Reform Committee,1.0,0,D,0.0,,H.CON.RES.49,113-HCONRES-49,https://api.propublica.org/congress/v1/members/B001227.json,,0.0,1.0,,29777.0,hconres49,PA
0.0,hconres,0.0,CA,2013-09-12,,0,"Urges the United States to work with the United Nations (U.N.) and the international community to exhaust all diplomatic and non-military options to facilitate a negotiated settlement in Syria and hold the Assad regime and all responsible parties accountable for human rights violations, including the use of chemical weapons, through efforts such as: (1) requiring Syria to allow unfettered access to humanitarian organizations; (2) engaging in diplomacy to advance a negotiated settlement; (3) strengthening multilateral sanctions against the assets of President Bashar al-Assad and others who may be involved in crimes under international law; (4) investigating and prosecuting crimes against humanity and other crimes under international law, including referring the situation in Syria to the International Criminal Court; (5) working with member states of the Chemical Weapons Convention to prevent the deployment and use of weapons of mass destruction, including urging Syria to become a Convention signatory, and formulating a plan to place Syria's chemical weapons stockpile under international control; (6) working with the international community to establish a Syrian war crimes tribunal; and (7) enabling U.S. courts to investigate and prosecute crimes against humanity and other crimes under international law committed in Syria.",2013-09-12,"-0,694",0,0,{'D': 6},"[{'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-09-12', 'description': 'Referred to the House Committee on Foreign Affairs.'}]",False,Urging all parties to the conflict in Syria to work through the United Nations and with the international community to hold the Assad regime accountable and resolve the crisis in Syria through a negotiated political settlement.,,,['HSFA'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/53,"Urges the United States to work with the United Nations (U.N.) and the international community to exhaust all diplomatic and non-military options to facilitate a negotiated settlement in Syria and hold the Assad regime and all responsible parties accountable for human rights violations, including the use of chemical weapons, through efforts such as: (1) requiring Syria to allow unfettered access to humanitarian organizations; (2) engaging in diplomacy to advance a negotiated settlement; (3) s...",53,1,6570.0,13.0,0,6,[],,Urging all parties to the conflict in Syria to work through the United Nations and with the international community to hold the Assad regime accountable and resolve the crisis in Syria through a negotiated political settlement.,Barbara Lee,2013-09-12,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/53,,Rep.,113,0,0.0,29778-113-100,Urging all parties to the conflict in Syria to work through the United Nations and with the international community to hold the Assad regime accountable and resolve the crisis in Syria through a negotiated political settlement.,0.0,0,113,H.CON.RES.53,[],[],,,L000551,,0,International Affairs,,https://www.govtrack.us/congress/bills/113/hconres53,Referred to the House Committee on Foreign Affairs.,hconres,Lee,[],hconres53,0,0,,0,Barbara,0.0,,0.0,hconres53-113,71,0.0,100.0,,Barbara Lee,https://api.propublica.org/congress/v1/113/bills/hconres53.json,0,House Foreign Affairs Committee,0.0,0,D,0.0,,H.CON.RES.53,113-HCONRES-53,https://api.propublica.org/congress/v1/members/L000551.json,,6.0,1.0,,29778.0,hconres53,CA
0.0,hconres,0.0,WV,2013-09-20,,0,States congressional opposition to the Environmental Protection Agency (EPA) rule establishing new source performance standards to limit greenhouse gas emissions from new power plants.,2013-09-20,"-0,323",0,0,{'D': 1},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-09-27', 'description': 'Referred to the Subcommittee on Energy and Power.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-09-20', 'description': 'Referred to the House Committee on Energy and Commerce.'}]",False,Expressing the opposition of the Congress to the Environmental Protection Agency's proposed rule establishing new source performance standards to limit greenhouse gas emissions from new power plants.,,,['HSIF'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/57,States congressional opposition to the Environmental Protection Agency (EPA) rule establishing new source performance standards to limit greenhouse gas emissions from new power plants.,57,0,13878.0,3.0,0,1,[],,Expressing the opposition of the Congress to the Environmental Protection Agency's proposed rule establishing new source performance standards to limit greenhouse gas emissions from new power plants.,Nick J. Rahall II,2013-09-27,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/57,,Rep.,113,0,0.0,14448-113-100,Expressing the opposition of the Congress to the Environmental Protection Agency's proposed rule establishing new source performance standards to limit greenhouse gas emissions from new power plants.,0.0,0,113,H.CON.RES.57,[],[],,,R000011,,0,Environmental Protection,,https://www.govtrack.us/congress/bills/113/hconres57,Referred to the Subcommittee on Energy and Power.,hconres,Rahall,['HSIF03'],hconres57,0,0,,0,Nick,0.0,,0.0,hconres57-113,56,0.0,100.0,,Nick Rahall,https://api.propublica.org/congress/v1/113/bills/hconres57.json,0,House Energy and Commerce Committee,1.0,0,D,0.0,,H.CON.RES.57,113-HCONRES-57,https://api.propublica.org/congress/v1/members/R000011.json,,1.0,1.0,,14448.0,hconres57,WV
0.0,hconres,0.0,CA,2013-10-11,,0,"Expresses the sense of Congress that: (1) financial institutions should work with their customers affected by the shutdown of the federal government that began on October 1, 2013; and (2) employees furloughed due to the shutdown should be compensated at their standard rate of compensation for the period beginning on such date through the date on which the lapse in appropriations ends, consistent with the principle adopted by the House when it passed H.R. 3223.",2013-10-11,"-0,594",0,0,"{'D': 41, 'R': 1}","[{'id': 2, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-10-11', 'description': 'Referred to House Oversight and Government Reform'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-10-11', 'description': 'Referred to House Financial Services'}]",False,Expressing the sense of Congress that financial institutions should work proactively with their customers affected by the shutdown of the Federal Government who may be facing short-term financial hardship and long-term damage to their creditworthiness through no fault of their own.,,,"['HSGO', 'HSBA']",https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/60,"Expresses the sense of Congress that: (1) financial institutions should work with their customers affected by the shutdown of the federal government that began on October 1, 2013; and (2) employees furloughed due to the shutdown should be compensated at their standard rate of compensation for the period beginning on such date through the date on which the lapse in appropriations ends, consistent with the principle adopted by the House when it passed H.R. 3223.",60,1,8766.0,43.0,1,42,[],,Expressing the sense of Congress that financial institutions should work proactively with their customers affected by the shutdown of the Federal Government who may be facing short-term financial hardship and long-term damage to their creditworthiness thr,Maxine Waters,2013-10-11,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/60,,Rep.,113,0,0.0,29106-113-100,Expressing the sense of Congress that financial institutions should work proactively with their customers affected by the shutdown of the Federal Government who may be facing short-term financial hardship and long-term damage to their creditworthiness through no fault of their own.,1.0,0,113,H.CON.RES.60,[],[],,,W000187,,0,Finance and Financial Sector,,https://www.govtrack.us/congress/bills/113/hconres60,"Referred to the Committee on Financial Services, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hconres,Waters,[],hconres60,0,1,,0,Maxine,0.0,,0.0,hconres60-113,71,0.0,100.0,,Maxine Waters,https://api.propublica.org/congress/v1/113/bills/hconres60.json,0,House Oversight and Reform Committee,1.0,0,D,0.0,,H.CON.RES.60,113-HCONRES-60,https://api.propublica.org/congress/v1/members/W000187.json,,42.0,2.0,,29106.0,hconres60,CA
0.0,hconres,0.0,NY,2013-10-22,,0,"Expresses the sense of Congress that: (1) those individuals responsible for the July 1999 murders of U.S. citizens Ylli, Agron, and Mehmet Bytyqi in Serbia should be brought to justice; (2) it is reprehensible that no individual has ever been found guilty for executing the Bytyqi brothers, or of any other crimes associated with their deaths; (3) the government of Serbia and its relevant ministries and offices, including the Serbian War Crimes Prosecutor's Office, should make it a priority to investigate and prosecute those current or former officials believed to be responsible for their deaths; (4) the United States should devote sufficient resources to assist and monitor Serbia's efforts to investigate and prosecute those individuals believed to be responsible; and (5) progress in resolving this case should remain a significant factor in determining the further development of U.S.- Serbia relations.",2013-10-22,"-0,303",0,0,"{'D': 7, 'R': 1}","[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-12-06', 'description': 'Referred to the Subcommittee on Europe, Eurasia, and Emerging Threats.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-10-22', 'description': 'Referred to the House Committee on Foreign Affairs.'}]",False,"Expressing the sense of the House of Representatives regarding the execution-style murders of United States citizens Ylli, Agron, and Mehmet Bytyqi in the Republic of Serbia in July 1999.",,,['HSFA'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/61,"Expresses the sense of Congress that: (1) those individuals responsible for the July 1999 murders of U.S. citizens Ylli, Agron, and Mehmet Bytyqi in Serbia should be brought to justice; (2) it is reprehensible that no individual has ever been found guilty for executing the Bytyqi brothers, or of any other crimes associated with their deaths; (3) the government of Serbia and its relevant ministries and offices, including the Serbian War Crimes Prosecutor's Office, should make it a priority to ...",61,0,4379.0,1.0,0,8,[],,"Expressing the sense of the House of Representatives regarding the execution-style murders of United States citizens Ylli, Agron, and Mehmet Bytyqi in the Republic of Serbia in July 1999.",Timothy H. Bishop,2013-12-06,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/61,,Rep.,113,0,0.0,20338-113-100,"Expressing the sense of the House of Representatives regarding the execution-style murders of United States citizens Ylli, Agron, and Mehmet Bytyqi in the Republic of Serbia in July 1999.",0.0,0,113,H.CON.RES.61,[],[],,,B001242,,0,International Affairs,,https://www.govtrack.us/congress/bills/113/hconres61,"Referred to the Subcommittee on Europe, Eurasia, and Emerging Threats.",hconres,Bishop,['HSFA14'],hconres61,0,0,,0,Timothy,0.0,,0.0,hconres61-113,13,0.0,100.0,,Timothy Bishop,https://api.propublica.org/congress/v1/113/bills/hconres61.json,0,House Foreign Affairs Committee,0.0,0,D,0.0,,H.CON.RES.61,113-HCONRES-61,https://api.propublica.org/congress/v1/members/B001242.json,,8.0,1.0,,20338.0,hconres61,NY
0.0,hconres,0.0,AZ,2013-10-30,,0,Honors the service of Native American Indians in the U.S. Armed Forces.  Recommends the establishment of a National Native American Indian Veterans Day. Encourages all Americans to learn about the service of Native American Indians in the U.S. Armed Forces.   ,2013-10-30,"-0,4",0,0,"{'D': 16, 'R': 5}","[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2014-01-24', 'description': 'Referred to the Subcommittee on Military Personnel.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-10-30', 'description': 'Referred to the House Committee on Armed Services.'}]",False,Honoring the service of Native American Indians in the United States Armed Forces.,,,['HSAS'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/63,Honors the service of Native American Indians in the U.S. Armed Forces.  Recommends the establishment of a National Native American Indian Veterans Day. Encourages all Americans to learn about the service of Native American Indians in the U.S. Armed Forces.   ,63,1,2188.0,1.0,0,21,[],,Honoring the service of Native American Indians in the United States Armed Forces.,Ann Kirkpatrick,2014-01-24,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/63,,Rep.,113,0,0.0,20902-113-100,Honoring the service of Native American Indians in the United States Armed Forces.,0.0,0,113,H.CON.RES.63,[],[],,,K000368,,0,Armed Forces and National Security,,https://www.govtrack.us/congress/bills/113/hconres63,Referred to the Subcommittee on Military Personnel.,hconres,Kirkpatrick,['HSAS02'],hconres63,0,0,,0,Ann,0.0,,0.0,hconres63-113,61,0.0,100.0,,Ann Kirkpatrick,https://api.propublica.org/congress/v1/113/bills/hconres63.json,0,House Armed Services Committee,0.0,0,D,0.0,,H.CON.RES.63,113-HCONRES-63,https://api.propublica.org/congress/v1/members/K000368.json,,21.0,1.0,,20902.0,hconres63,AZ
0.0,hconres,0.0,OH,2013-11-14,,0,"Expresses support for the goals and ideals of National Suicide Prevention and Awareness Month and efforts to raise awareness and improve outreach to individuals at risk for suicide, especially veterans and members of the Armed Forces. Encourages the people of the United States to learn more about the warning signs of suicide and how each person can help prevent suicide and promote mental health.",2013-11-14,"-0,4",0,0,"{'D': 10, 'R': 1}","[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-11-15', 'description': 'Referred to the Subcommittee on Health.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-11-14', 'description': 'Referred to the House Committee on Energy and Commerce.'}]",False,Supporting the goals and ideals of suicide prevention awareness.,,,['HSIF'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/64,"Expresses support for the goals and ideals of National Suicide Prevention and Awareness Month and efforts to raise awareness and improve outreach to individuals at risk for suicide, especially veterans and members of the Armed Forces. Encourages the people of the United States to learn more about the warning signs of suicide and how each person can help prevent suicide and promote mental health.",64,1,730.0,3.0,0,11,[],,Supporting the goals and ideals of suicide prevention awareness.,Joyce Beatty,2013-11-15,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/64,,Rep.,113,0,0.0,21352-113-100,Supporting the goals and ideals of suicide prevention awareness.,0.0,0,113,H.CON.RES.64,[],[],,,B001281,,0,Health,,https://www.govtrack.us/congress/bills/113/hconres64,Referred to the Subcommittee on Health.,hconres,Beatty,['HSIF14'],hconres64,0,0,,0,Joyce,1.0,,0.0,hconres64-113,24,0.0,100.0,,Joyce Beatty,https://api.propublica.org/congress/v1/113/bills/hconres64.json,0,House Energy and Commerce Committee,0.0,0,D,0.0,,H.CON.RES.64,113-HCONRES-64,https://api.propublica.org/congress/v1/members/B001281.json,,11.0,1.0,,21352.0,hconres64,OH
0.0,hconres,0.0,CT,2013-11-21,,0,Recognizes the hardships that disabled U.S. citizens must overcome every day.  Reaffirms support of the Architectural Barriers Act and the Americans with Disabilities Act. Recommends that the United States Postal Service (USPS) and other public agencies install power-assisted doors to ensure equal access to all citizens.  Pledges to continue to identify and rectify the barriers that are preventing equal access to federal government services.,2013-11-21,"-0,4",0,0,{'D': 6},"[{'id': 8, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2014-01-09', 'description': 'Referred to the Subcommittee on the Constitution and Civil Justice.'}, {'id': 7, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-11-22', 'description': 'Referred to the Subcommittee on Health.'}, {'id': 6, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-11-22', 'description': 'Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.'}, {'id': 5, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-11-21', 'description': 'Referred to House Transportation and Infrastructure'}, {'id': 4, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-11-21', 'description': 'Referred to House Energy and Commerce'}, {'id': 3, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-11-21', 'description': 'Referred to House Judiciary'}, {'id': 2, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-11-21', 'description': 'Referred to House Education and the Workforce'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-11-21', 'description': 'Referred to House Oversight and Government Reform'}]",False,Recognizing the need to improve physical access to many United States postal facilities for all people in the United States in particular disabled citizens.,,,"['HSPW', 'HSIF', 'HSJU', 'HSED', 'HSGO']",https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/67,Recognizes the hardships that disabled U.S. citizens must overcome every day.  Reaffirms support of the Architectural Barriers Act and the Americans with Disabilities Act. Recommends that the United States Postal Service (USPS) and other public agencies install power-assisted doors to ensure equal access to all citizens.  Pledges to continue to identify and rectify the barriers that are preventing equal access to federal government services.,67,1,730.0,5.0,1,6,[],,Recognizing the need to improve physical access to many United States postal facilities for all people in the United States in particular disabled citizens.,Elizabeth Esty,2014-01-09,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/67,,Rep.,113,0,0.0,21316-113-100,Recognizing the need to improve physical access to many United States postal facilities for all people in the United States in particular disabled citizens.,1.0,0,113,H.CON.RES.67,[],[],,,E000293,,0,Government Operations and Politics,,https://www.govtrack.us/congress/bills/113/hconres67,Referred to the Subcommittee on the Constitution and Civil Justice.,hconres,Esty,"['HSJU10', 'HSIF14', 'HSPW13']",hconres67,0,0,,0,Elizabeth,1.0,,0.0,hconres67-113,1,0.0,100.0,,Elizabeth Esty,https://api.propublica.org/congress/v1/113/bills/hconres67.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.CON.RES.67,113-HCONRES-67,https://api.propublica.org/congress/v1/members/E000293.json,,6.0,5.0,,21316.0,hconres67,CT
0.0,hconres,0.0,CA,2013-12-04,,0,"Stop Harming Our Kids Resolution of 2013 - Expresses the sense of Congress that sexual orientation change efforts directed at minors are discredited and ineffective, have no legitimate therapeutic purpose, and are dangerous and harmful.  Encourages states to protect minors from efforts that promote or promise to change sexual orientation or gender identity or expression, based on the premise that being lesbian, gay, bisexual, transgender, or gender nonconforming is a mental illness or developmental disorder that can or should be cured.  Defines ""sexual orientation change efforts"" as any practice by a licensed mental health provider, health care provider, or counselor seeking or purporting to impose change of an individual's sexual orientation or gender identity or expression. Excludes from such definition counseling that does not seek to change sexual orientation or gender identity or expression if such counseling provides: (1) acceptance, support, and understanding of a person; (2) coping, social support, and identity exploration and development; (3) developmentally appropriate counseling for a person seeking to transition from one gender to another; or (4) sexual orientation- and gender identity-neutral interventions to prevent or address unlawful conduct or unsafe sexual practices.",2013-12-04,"-0,48",0,0,{'D': 38},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-12-06', 'description': 'Referred to the Subcommittee on Health.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-12-04', 'description': 'Referred to the House Committee on Energy and Commerce.'}]",False,Expressing the sense of Congress that efforts by mental health practitioners to change an individual's sexual orientation is dangerous and harmful and should be prohibited from being practiced on minors.,,,['HSIF'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/69,"Stop Harming Our Kids Resolution of 2013 - Expresses the sense of Congress that sexual orientation change efforts directed at minors are discredited and ineffective, have no legitimate therapeutic purpose, and are dangerous and harmful.  Encourages states to protect minors from efforts that promote or promise to change sexual orientation or gender identity or expression, based on the premise that being lesbian, gay, bisexual, transgender, or gender nonconforming is a mental illness or develop...",69,1,2461.0,14.0,0,38,[],,Stop Harming Our Kids Resolution of 2013,Jackie Speier,2013-12-06,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/69,,Rep.,113,0,0.0,20762-113-100,Expressing the sense of Congress that efforts by mental health practitioners to change an individual's sexual orientation is dangerous and harmful and should be prohibited from being practiced on minors.,0.0,0,113,H.CON.RES.69,[],[],,,S001175,,0,Health,,https://www.govtrack.us/congress/bills/113/hconres69,Referred to the Subcommittee on Health.,hconres,Speier,['HSIF14'],hconres69,0,0,,0,Jackie,0.0,,0.0,hconres69-113,71,0.0,100.0,,Jackie Speier,https://api.propublica.org/congress/v1/113/bills/hconres69.json,0,House Energy and Commerce Committee,0.0,0,D,0.0,,H.CON.RES.69,113-HCONRES-69,https://api.propublica.org/congress/v1/members/S001175.json,,38.0,1.0,,20762.0,hconres69,CA
0.0,hconres,0.0,MN,2013-12-10,,0,"Recognizes International Service Day as a day to appreciate citizens around the world who volunteer in other nations in service to others.  Honors the thousands of U.S. citizens who participate each year in international volunteer service activities.  Calls on the Administration to further develop the spirit of partnership and global service connecting the United States Peace Corps with its nonprofit, faith-based, and corporate actors in service.",2013-12-10,"-0,4",0,0,"{'D': 11, 'R': 1}","[{'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-12-10', 'description': 'Referred to the House Committee on Foreign Affairs.'}]",False,Recognizing the critical contributions international volunteers provide to the United States.,,,['HSFA'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/70,"Recognizes International Service Day as a day to appreciate citizens around the world who volunteer in other nations in service to others.  Honors the thousands of U.S. citizens who participate each year in international volunteer service activities.  Calls on the Administration to further develop the spirit of partnership and global service connecting the United States Peace Corps with its nonprofit, faith-based, and corporate actors in service.",70,0,14599.0,8.0,0,12,[],,Recognizing the critical contributions international volunteers provide to the United States.,Rick Nolan,2013-12-10,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/70,,Rep.,113,0,0.0,14263-113-100,Recognizing the critical contributions international volunteers provide to the United States.,0.0,0,113,H.CON.RES.70,[],[],,,N000127,,0,International Affairs,,https://www.govtrack.us/congress/bills/113/hconres70,Referred to the House Committee on Foreign Affairs.,hconres,Nolan,[],hconres70,0,0,,0,Richard,0.0,,0.0,hconres70-113,33,0.0,100.0,,Richard Nolan,https://api.propublica.org/congress/v1/113/bills/hconres70.json,0,House Foreign Affairs Committee,0.0,0,D,0.0,,H.CON.RES.70,113-HCONRES-70,https://api.propublica.org/congress/v1/members/N000127.json,,12.0,1.0,,14263.0,hconres70,MN
0.0,hconres,0.0,CA,2014-01-09,,0,"Calls for the Citizens' Stamp Advisory Committee to recommend, and the United States Postal Service (USPS) to issue, a commemorative postage stamp honoring the 1915 Panama-California Exposition.",2014-01-09,"-0,308",0,0,{'D': 4},"[{'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2014-01-09', 'description': 'Referred to the House Committee on Oversight and Government Reform.'}]",False,"Expressing the sense of Congress that a commemorative postage stamp should be issued by the United States Postal Service honoring the 1915 Panama-California Exposition, and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such a stamp be issued.",,,['HSGO'],https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/73,"Calls for the Citizens' Stamp Advisory Committee to recommend, and the United States Postal Service (USPS) to issue, a commemorative postage stamp honoring the 1915 Panama-California Exposition.",73,1,5113.0,53.0,0,4,[],,"Expressing the sense of Congress that a commemorative postage stamp should be issued by the United States Postal Service honoring the 1915 Panama-California Exposition, and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster Gen",Susan A. Davis,2014-01-09,0,0,,https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/73,,Rep.,113,0,0.0,20108-113-100,"Expressing the sense of Congress that a commemorative postage stamp should be issued by the United States Postal Service honoring the 1915 Panama-California Exposition, and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such a stamp be issued.",0.0,0,113,H.CON.RES.73,[],[],,,D000598,,0,"Arts, Culture, Religion",,https://www.govtrack.us/congress/bills/113/hconres73,Referred to the House Committee on Oversight and Government Reform.,hconres,Davis,[],hconres73,0,0,,0,Susan,0.0,,0.0,hconres73-113,71,0.0,100.0,,Susan Davis,https://api.propublica.org/congress/v1/113/bills/hconres73.json,0,House Oversight and Reform Committee,0.0,0,D,0.0,,H.CON.RES.73,113-HCONRES-73,https://api.propublica.org/congress/v1/members/D000598.json,,4.0,1.0,,20108.0,hconres73,CA
